anonymous_query_id,anonymous_filename,query_id,node_id,source_fresh_id,source_version_id,ground_truth_repo,snapshot_commit,snapshot_resolution,java_path,java_mapping_status,high_confidence_mapping,nicad_source_relpath
Q0004,Q0004_N04.class,Q6K00184,Q6K00184_N06,FMOD0004,gs62LOlx,https://github.com/SkellyX/ExcaMate,d2b83e38d988f3f03ee14d322e9072a6b1a3c9b4,EXACT_NORMALIZED_TAG,src/main/java/com/skelly/deepstash/mixin/BlockXpMixin.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0004/Q0004_N04/Query.java
Q0004,Q0004_N05.class,Q6K00184,Q6K00184_N07,FMOD0004,gs62LOlx,https://github.com/SkellyX/ExcaMate,d2b83e38d988f3f03ee14d322e9072a6b1a3c9b4,EXACT_NORMALIZED_TAG,src/main/java/com/skelly/deepstash/ExcaMateNetworking.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0004/Q0004_N05/Query.java
Q0005,Q0005_N01.class,Q6K00185,Q6K00185_N01,FMOD0096,yhbCh01w,https://github.com/remarxk/GUI-Tween,37f73ba40b456e7394f10d91a724ffce9b0000ad,DATE_HEURISTIC,common/src/main/java/com/remarxk/guitween/mixin/ChatComponentMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0005/Q0005_N01/Query.java
Q0005,Q0005_N02.class,Q6K00185,Q6K00185_N03,FMOD0096,yhbCh01w,https://github.com/remarxk/GUI-Tween,37f73ba40b456e7394f10d91a724ffce9b0000ad,DATE_HEURISTIC,common/src/main/java/com/remarxk/guitween/mixin/PictureInPictureRendererMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0005/Q0005_N02/Query.java
Q0005,Q0005_N03.class,Q6K00185,Q6K00185_N04,FMOD0096,yhbCh01w,https://github.com/remarxk/GUI-Tween,37f73ba40b456e7394f10d91a724ffce9b0000ad,DATE_HEURISTIC,common/src/main/java/com/remarxk/guitween/mixin/ChatComponentMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0005/Q0005_N03/Query.java
Q0005,Q0005_N04.class,Q6K00185,Q6K00185_N06,FMOD0096,yhbCh01w,https://github.com/remarxk/GUI-Tween,37f73ba40b456e7394f10d91a724ffce9b0000ad,DATE_HEURISTIC,common/src/main/java/com/remarxk/guitween/mixin/AbstractContainerScreenMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0005/Q0005_N04/Query.java
Q0005,Q0005_N05.class,Q6K00185,Q6K00185_N07,FMOD0096,yhbCh01w,https://github.com/remarxk/GUI-Tween,37f73ba40b456e7394f10d91a724ffce9b0000ad,DATE_HEURISTIC,fabric/src/main/java/com/remarxk/guitween/mixin/FabricGuiMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0005/Q0005_N05/Query.java
Q0006,Q0006_N01.class,Q6K00186,Q6K00186_N01,FMOD0077,n4xzuN3I,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,DATE_HEURISTIC,common/src/main/java/dev/terminalmc/chatnotify/command/Commands.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0006/Q0006_N01/Query.java
Q0006,Q0006_N02.class,Q6K00186,Q6K00186_N02,FMOD0077,n4xzuN3I,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,DATE_HEURISTIC,common/src/main/java/dev/terminalmc/chatnotify/mixin/ClientPacketListenerMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0006/Q0006_N02/Query.java
Q0006,Q0006_N03.class,Q6K00186,Q6K00186_N04,FMOD0077,n4xzuN3I,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,DATE_HEURISTIC,common/src/main/java/dev/terminalmc/chatnotify/ChatNotify.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0006/Q0006_N03/Query.java
Q0006,Q0006_N04.class,Q6K00186,Q6K00186_N06,FMOD0077,n4xzuN3I,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,DATE_HEURISTIC,common/src/main/java/dev/terminalmc/chatnotify/gui/widget/list/FilterList.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0006/Q0006_N04/Query.java
Q0006,Q0006_N05.class,Q6K00186,Q6K00186_N07,FMOD0077,n4xzuN3I,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,DATE_HEURISTIC,common/src/main/java/dev/terminalmc/chatnotify/gui/screen/RootScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0006/Q0006_N05/Query.java
Q0007,Q0007_N01.class,Q6K00187,Q6K00187_N02,FMOD0086,CVeqqBLA,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/EditorScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0007/Q0007_N01/Query.java
Q0007,Q0007_N02.class,Q6K00187,Q6K00187_N03,FMOD0086,CVeqqBLA,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/NbtSaver.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0007/Q0007_N02/Query.java
Q0007,Q0007_N03.class,Q6K00187,Q6K00187_N04,FMOD0086,CVeqqBLA,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/JsonVisualEditorScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0007/Q0007_N03/Query.java
Q0007,Q0007_N04.class,Q6K00187,Q6K00187_N05,FMOD0086,CVeqqBLA,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/AIChatScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0007/Q0007_N04/Query.java
Q0007,Q0007_N05.class,Q6K00187,Q6K00187_N06,FMOD0086,CVeqqBLA,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/ConfigEditorClient.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0007/Q0007_N05/Query.java
Q0009,Q0009_N01.class,Q6K00189,Q6K00189_N01,FMOD0087,IvA7ptS8,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,DATE_HEURISTIC,src/main/java/net/gnomecraft/ductwork/data/DuctworkItemTagProvider.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0009/Q0009_N01/Query.java
Q0009,Q0009_N02.class,Q6K00189,Q6K00189_N02,FMOD0087,IvA7ptS8,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,DATE_HEURISTIC,src/main/java/net/gnomecraft/ductwork/data/DuctworkRecipeProvider.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0009/Q0009_N02/Query.java
Q0009,Q0009_N03.class,Q6K00189,Q6K00189_N04,FMOD0087,IvA7ptS8,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,DATE_HEURISTIC,src/main/java/net/gnomecraft/ductwork/data/DuctworkBlockTagProvider.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0009/Q0009_N03/Query.java
Q0009,Q0009_N04.class,Q6K00189,Q6K00189_N05,FMOD0087,IvA7ptS8,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,DATE_HEURISTIC,src/main/java/net/gnomecraft/ductwork/Ductwork.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0009/Q0009_N04/Query.java
Q0009,Q0009_N05.class,Q6K00189,Q6K00189_N07,FMOD0087,IvA7ptS8,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,DATE_HEURISTIC,src/main/java/net/gnomecraft/ductwork/mixin/MixinItemUse.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0009/Q0009_N05/Query.java
Q0011,Q0011_N01.class,Q6K00191,Q6K00191_N01,FMOD0086,dU1doC63,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/JsonVisualEditorScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0011/Q0011_N01/Query.java
Q0011,Q0011_N02.class,Q6K00191,Q6K00191_N03,FMOD0086,dU1doC63,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/NbtSaver.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0011/Q0011_N02/Query.java
Q0011,Q0011_N03.class,Q6K00191,Q6K00191_N04,FMOD0086,dU1doC63,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/hud/EntityOverlayHudElement.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0011/Q0011_N03/Query.java
Q0011,Q0011_N04.class,Q6K00191,Q6K00191_N05,FMOD0086,dU1doC63,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/EditorScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0011/Q0011_N04/Query.java
Q0011,Q0011_N05.class,Q6K00191,Q6K00191_N06,FMOD0086,dU1doC63,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/ConfigEditorClient.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0011/Q0011_N05/Query.java
Q0012,Q0012_N01.class,Q6K00192,Q6K00192_N01,FMOD0086,VxmUBIb6,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/PluginManagerScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0012/Q0012_N01/Query.java
Q0012,Q0012_N02.class,Q6K00192,Q6K00192_N03,FMOD0086,VxmUBIb6,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/hud/BlockOverlayHudElement.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0012/Q0012_N02/Query.java
Q0012,Q0012_N03.class,Q6K00192,Q6K00192_N04,FMOD0086,VxmUBIb6,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/AIChatScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0012/Q0012_N03/Query.java
Q0012,Q0012_N04.class,Q6K00192,Q6K00192_N05,FMOD0086,VxmUBIb6,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/ConfigEditorClient.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0012/Q0012_N04/Query.java
Q0012,Q0012_N05.class,Q6K00192,Q6K00192_N07,FMOD0086,VxmUBIb6,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,DATE_HEURISTIC,src/client/java/io/github/zhengzhengyiyi/gui/EntityOverlayHubScreen.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0012/Q0012_N05/Query.java
Q0014,Q0014_N01.class,Q6K00194,Q6K00194_N01,FMOD0083,OkGF8Kho,https://github.com/wisp-forest/accessories-compat-layer,8ae9312413a930deb1fb15154b5ba71916b27001,DATE_HEURISTIC,common/src/main/java/io/wispforest/accessories_compat/curios/AccessoriesEventHooks.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0014/Q0014_N01/Query.java
Q0014,Q0014_N02.class,Q6K00194,Q6K00194_N02,FMOD0083,OkGF8Kho,https://github.com/wisp-forest/accessories-compat-layer,8ae9312413a930deb1fb15154b5ba71916b27001,DATE_HEURISTIC,common/src/main/java/io/wispforest/accessories_compat/curios/wrapper/CuriosConversionUtils.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0014/Q0014_N02/Query.java
Q0014,Q0014_N03.class,Q6K00194,Q6K00194_N05,FMOD0083,OkGF8Kho,https://github.com/wisp-forest/accessories-compat-layer,8ae9312413a930deb1fb15154b5ba71916b27001,DATE_HEURISTIC,common/src/main/java/io/wispforest/accessories_compat/curios/wrapper/AccessoryFromCurio.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0014/Q0014_N03/Query.java
Q0014,Q0014_N04.class,Q6K00194,Q6K00194_N06,FMOD0083,OkGF8Kho,https://github.com/wisp-forest/accessories-compat-layer,8ae9312413a930deb1fb15154b5ba71916b27001,DATE_HEURISTIC,common/src/main/java/io/wispforest/accessories_compat/curios/mixin/CurioInventoryMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0014/Q0014_N04/Query.java
Q0014,Q0014_N05.class,Q6K00194,Q6K00194_N07,FMOD0083,OkGF8Kho,https://github.com/wisp-forest/accessories-compat-layer,8ae9312413a930deb1fb15154b5ba71916b27001,DATE_HEURISTIC,common/src/main/java/io/wispforest/accessories_compat/curios/mixin/CuriosImplMixinHooksMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0014/Q0014_N05/Query.java
Q0015,Q0015_N01.class,Q6K00195,Q6K00195_N01,FMOD0061,xDUfCCkw,https://github.com/DevPieter/Narratless,47b9cf2feb7cc6a34e29fbfd309f1d186cd7f755,DATE_HEURISTIC,src/main/java/nl/devpieter/narratless/statics/KeyBindings.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0015/Q0015_N01/Query.java
Q0015,Q0015_N02.class,Q6K00195,Q6K00195_N02,FMOD0061,xDUfCCkw,https://github.com/DevPieter/Narratless,47b9cf2feb7cc6a34e29fbfd309f1d186cd7f755,DATE_HEURISTIC,src/main/java/nl/devpieter/narratless/statics/Options.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0015/Q0015_N02/Query.java
Q0015,Q0015_N03.class,Q6K00195,Q6K00195_N04,FMOD0061,xDUfCCkw,https://github.com/DevPieter/Narratless,47b9cf2feb7cc6a34e29fbfd309f1d186cd7f755,DATE_HEURISTIC,src/main/java/nl/devpieter/narratless/Narratless.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0015/Q0015_N03/Query.java
Q0015,Q0015_N04.class,Q6K00195,Q6K00195_N05,FMOD0061,xDUfCCkw,https://github.com/DevPieter/Narratless,47b9cf2feb7cc6a34e29fbfd309f1d186cd7f755,DATE_HEURISTIC,src/main/java/nl/devpieter/narratless/statics/Settings.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0015/Q0015_N04/Query.java
Q0015,Q0015_N05.class,Q6K00195,Q6K00195_N07,FMOD0061,xDUfCCkw,https://github.com/DevPieter/Narratless,47b9cf2feb7cc6a34e29fbfd309f1d186cd7f755,DATE_HEURISTIC,src/main/java/nl/devpieter/narratless/mixins/GameOptionsMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0015/Q0015_N05/Query.java
Q0016,Q0016_N01.class,Q6K00196,Q6K00196_N01,FMOD0050,m7qcoBP2,https://github.com/StefanBraun2001/smart-auto-mine,11d885e826d97a7f8eaef730dae801625ecf77cf,EXACT_NORMALIZED_TAG,26.2/src/client/java/eu/stefanbraun612/smartautomine/client/MinePreset.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0016/Q0016_N01/Query.java
Q0016,Q0016_N02.class,Q6K00196,Q6K00196_N02,FMOD0050,m7qcoBP2,https://github.com/StefanBraun2001/smart-auto-mine,11d885e826d97a7f8eaef730dae801625ecf77cf,EXACT_NORMALIZED_TAG,26.2/src/client/java/eu/stefanbraun612/smartautomine/client/config/SmartAutoMineConfig.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0016/Q0016_N02/Query.java
Q0016,Q0016_N03.class,Q6K00196,Q6K00196_N03,FMOD0050,m7qcoBP2,https://github.com/StefanBraun2001/smart-auto-mine,11d885e826d97a7f8eaef730dae801625ecf77cf,EXACT_NORMALIZED_TAG,26.2/src/client/java/eu/stefanbraun612/smartautomine/client/config/SmartAutoMineConfig.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0016/Q0016_N03/Query.java
Q0016,Q0016_N04.class,Q6K00196,Q6K00196_N04,FMOD0050,m7qcoBP2,https://github.com/StefanBraun2001/smart-auto-mine,11d885e826d97a7f8eaef730dae801625ecf77cf,EXACT_NORMALIZED_TAG,26.2/src/client/java/eu/stefanbraun612/smartautomine/client/config/SmartAutoMineConfig.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0016/Q0016_N04/Query.java
Q0016,Q0016_N05.class,Q6K00196,Q6K00196_N05,FMOD0050,m7qcoBP2,https://github.com/StefanBraun2001/smart-auto-mine,11d885e826d97a7f8eaef730dae801625ecf77cf,EXACT_NORMALIZED_TAG,26.2/src/client/java/eu/stefanbraun612/smartautomine/client/config/SmartAutoMineConfig.java,EXACT_PACKAGE_SUFFIX,True,data/phase10a4_nicad_query_corpus/Q0016/Q0016_N05/Query.java
Q0019,Q0019_N01.class,Q6K00199,Q6K00199_N01,FMOD0067,Uzn5pkvu,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,DATE_HEURISTIC,src/main/java/com/bettershulker/BetterShulkerMod.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0019/Q0019_N01/Query.java
Q0019,Q0019_N02.class,Q6K00199,Q6K00199_N02,FMOD0067,Uzn5pkvu,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,DATE_HEURISTIC,src/main/java/com/bettershulker/BetterShulkerFabricMod.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0019/Q0019_N02/Query.java
Q0019,Q0019_N03.class,Q6K00199,Q6K00199_N03,FMOD0067,Uzn5pkvu,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,DATE_HEURISTIC,src/main/java/com/bettershulker/platform/PlatformNetworking.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0019/Q0019_N03/Query.java
Q0019,Q0019_N04.class,Q6K00199,Q6K00199_N05,FMOD0067,Uzn5pkvu,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,DATE_HEURISTIC,src/main/java/com/bettershulker/client/BetterShulkerFabricClient.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0019/Q0019_N04/Query.java
Q0019,Q0019_N05.class,Q6K00199,Q6K00199_N07,FMOD0067,Uzn5pkvu,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,DATE_HEURISTIC,src/main/java/com/bettershulker/platform/PlatformNetworking.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0019/Q0019_N05/Query.java
Q0020,Q0020_N01.class,Q6K00200,Q6K00200_N01,FMOD0051,jnH2yN9z,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,DATE_HEURISTIC,src/main/java/net/petemc/contagion/mixin/IronGolemEntityMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0020/Q0020_N01/Query.java
Q0020,Q0020_N02.class,Q6K00200,Q6K00200_N02,FMOD0051,jnH2yN9z,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,DATE_HEURISTIC,src/main/java/net/petemc/contagion/mixin/ZoglinEntityMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0020/Q0020_N02/Query.java
Q0020,Q0020_N03.class,Q6K00200,Q6K00200_N04,FMOD0051,jnH2yN9z,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,DATE_HEURISTIC,src/main/java/net/petemc/contagion/config/MainConfig.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0020/Q0020_N03/Query.java
Q0020,Q0020_N04.class,Q6K00200,Q6K00200_N05,FMOD0051,jnH2yN9z,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,DATE_HEURISTIC,src/main/java/net/petemc/contagion/sound/ContagionSounds.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0020/Q0020_N04/Query.java
Q0020,Q0020_N05.class,Q6K00200,Q6K00200_N06,FMOD0051,jnH2yN9z,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,DATE_HEURISTIC,src/main/java/net/petemc/contagion/effect/ContagionInfectionEffect.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0020/Q0020_N05/Query.java
Q0021,Q0021_N04.class,Q6K00201,Q6K00201_N04,FMOD0066,vM7e7IYM,https://github.com/iSlavok/Simple-Frames,c8580979c4859c89ade167392c6bc7ab69f22e99,DATE_HEURISTIC,src/main/java/online/slavok/frames/mixin/GlowItemFrameMixin.java,EXACT_PACKAGE_SUFFIX,False,data/phase10a4_nicad_query_corpus/Q0021/Q0021_N04/Query.java
