query_id,stage,scenario,k_true,known_parent_count,unknown_parent_count,known_parent_ids,unknown_parent_ids,all_parent_ids,component_count,code_count,structured_count,image_count
Q6K00074,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0056"", ""FMOD0057""]",[],"[""FMOD0056"", ""FMOD0057""]",7,5,1,1
Q6K00075,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0020"", ""FMOD0039""]",[],"[""FMOD0020"", ""FMOD0039""]",7,5,1,1
Q6K00076,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0045"", ""FMOD0063""]",[],"[""FMOD0045"", ""FMOD0063""]",7,5,1,1
Q6K00077,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0081""]",[],"[""FMOD0030"", ""FMOD0081""]",7,5,1,1
Q6K00078,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0059"", ""FMOD0072""]",[],"[""FMOD0059"", ""FMOD0072""]",7,5,1,1
Q6K00079,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0041"", ""FMOD0082""]",[],"[""FMOD0041"", ""FMOD0082""]",7,5,1,1
Q6K00080,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0065"", ""FMOD0097""]",[],"[""FMOD0065"", ""FMOD0097""]",7,5,1,1
Q6K00081,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0059"", ""FMOD0101""]",[],"[""FMOD0059"", ""FMOD0101""]",7,5,1,1
Q6K00082,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0045"", ""FMOD0057""]",[],"[""FMOD0045"", ""FMOD0057""]",7,5,1,1
Q6K00083,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0063""]",[],"[""FMOD0034"", ""FMOD0063""]",7,5,1,1
Q6K00084,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0058""]",[],"[""FMOD0030"", ""FMOD0058""]",7,5,1,1
Q6K00085,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0045"", ""FMOD0058""]",[],"[""FMOD0045"", ""FMOD0058""]",7,5,1,1
Q6K00086,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0081""]",[],"[""FMOD0034"", ""FMOD0081""]",7,5,1,1
Q6K00087,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0020"", ""FMOD0039""]",[],"[""FMOD0020"", ""FMOD0039""]",7,5,1,1
Q6K00088,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0058"", ""FMOD0081""]",[],"[""FMOD0058"", ""FMOD0081""]",7,5,1,1
Q6K00089,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0020"", ""FMOD0039""]",[],"[""FMOD0020"", ""FMOD0039""]",7,5,1,1
Q6K00090,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0101""]",[],"[""FMOD0034"", ""FMOD0101""]",7,5,1,1
Q6K00091,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0041""]",[],"[""FMOD0030"", ""FMOD0041""]",7,5,1,1
Q6K00092,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0081""]",[],"[""FMOD0034"", ""FMOD0081""]",7,5,1,1
Q6K00093,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0002"", ""FMOD0081""]",[],"[""FMOD0002"", ""FMOD0081""]",7,5,1,1
Q6K00094,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0063"", ""FMOD0097""]",[],"[""FMOD0063"", ""FMOD0097""]",7,5,1,1
Q6K00095,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0002"", ""FMOD0052""]",[],"[""FMOD0002"", ""FMOD0052""]",7,5,1,1
Q6K00096,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0082""]",[],"[""FMOD0034"", ""FMOD0082""]",7,5,1,1
Q6K00097,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0058"", ""FMOD0101""]",[],"[""FMOD0058"", ""FMOD0101""]",7,5,1,1
Q6K00098,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0002"", ""FMOD0097""]",[],"[""FMOD0002"", ""FMOD0097""]",7,5,1,1
Q6K00099,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0045""]",[],"[""FMOD0030"", ""FMOD0045""]",7,5,1,1
Q6K00100,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0058""]",[],"[""FMOD0034"", ""FMOD0058""]",7,5,1,1
Q6K00101,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0059"", ""FMOD0065""]",[],"[""FMOD0059"", ""FMOD0065""]",7,5,1,1
Q6K00102,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0063"", ""FMOD0097""]",[],"[""FMOD0063"", ""FMOD0097""]",7,5,1,1
Q6K00103,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0039"", ""FMOD0058""]",[],"[""FMOD0039"", ""FMOD0058""]",7,5,1,1
Q6K00104,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0056""]",[],"[""FMOD0030"", ""FMOD0056""]",7,5,1,1
Q6K00105,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0059"", ""FMOD0097""]",[],"[""FMOD0059"", ""FMOD0097""]",7,5,1,1
Q6K00106,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0072"", ""FMOD0097""]",[],"[""FMOD0072"", ""FMOD0097""]",7,5,1,1
Q6K00107,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0020"", ""FMOD0059""]",[],"[""FMOD0020"", ""FMOD0059""]",7,5,1,1
Q6K00108,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0058""]",[],"[""FMOD0030"", ""FMOD0058""]",7,5,1,1
Q6K00109,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0052"", ""FMOD0056""]",[],"[""FMOD0052"", ""FMOD0056""]",7,5,1,1
Q6K00110,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0056""]",[],"[""FMOD0030"", ""FMOD0056""]",7,5,1,1
Q6K00111,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0058"", ""FMOD0065""]",[],"[""FMOD0058"", ""FMOD0065""]",7,5,1,1
Q6K00112,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0045"", ""FMOD0058""]",[],"[""FMOD0045"", ""FMOD0058""]",7,5,1,1
Q6K00113,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0041"", ""FMOD0072""]",[],"[""FMOD0041"", ""FMOD0072""]",7,5,1,1
Q6K00114,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0039"", ""FMOD0065""]",[],"[""FMOD0039"", ""FMOD0065""]",7,5,1,1
Q6K00115,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0020"", ""FMOD0056""]",[],"[""FMOD0020"", ""FMOD0056""]",7,5,1,1
Q6K00116,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0030"", ""FMOD0034""]",[],"[""FMOD0030"", ""FMOD0034""]",7,5,1,1
Q6K00117,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0052"", ""FMOD0072""]",[],"[""FMOD0052"", ""FMOD0072""]",7,5,1,1
Q6K00118,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0081"", ""FMOD0082""]",[],"[""FMOD0081"", ""FMOD0082""]",7,5,1,1
Q6K00119,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0002"", ""FMOD0057""]",[],"[""FMOD0002"", ""FMOD0057""]",7,5,1,1
Q6K00120,CALIBRATION,CAL_KNOWN_K2,2,2,0,"[""FMOD0034"", ""FMOD0082""]",[],"[""FMOD0034"", ""FMOD0082""]",7,5,1,1
Q6K00121,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0041"", ""FMOD0052"", ""FMOD0063""]",[],"[""FMOD0041"", ""FMOD0052"", ""FMOD0063""]",7,5,1,1
Q6K00122,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0056"", ""FMOD0072""]",[],"[""FMOD0002"", ""FMOD0056"", ""FMOD0072""]",7,5,1,1
Q6K00123,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0045"", ""FMOD0058"", ""FMOD0072""]",[],"[""FMOD0045"", ""FMOD0058"", ""FMOD0072""]",7,5,1,1
Q6K00124,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0063"", ""FMOD0097"", ""FMOD0101""]",[],"[""FMOD0063"", ""FMOD0097"", ""FMOD0101""]",7,5,1,1
Q6K00125,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0039"", ""FMOD0097""]",[],"[""FMOD0020"", ""FMOD0039"", ""FMOD0097""]",7,5,1,1
Q6K00126,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0052"", ""FMOD0057"", ""FMOD0101""]",[],"[""FMOD0052"", ""FMOD0057"", ""FMOD0101""]",7,5,1,1
Q6K00127,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0045"", ""FMOD0058"", ""FMOD0072""]",[],"[""FMOD0045"", ""FMOD0058"", ""FMOD0072""]",7,5,1,1
Q6K00128,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0059"", ""FMOD0097"", ""FMOD0101""]",[],"[""FMOD0059"", ""FMOD0097"", ""FMOD0101""]",7,5,1,1
Q6K00129,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0065"", ""FMOD0072"", ""FMOD0097""]",[],"[""FMOD0065"", ""FMOD0072"", ""FMOD0097""]",7,5,1,1
Q6K00130,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0020"", ""FMOD0041""]",[],"[""FMOD0002"", ""FMOD0020"", ""FMOD0041""]",7,5,1,1
Q6K00131,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0059"", ""FMOD0072"", ""FMOD0082""]",[],"[""FMOD0059"", ""FMOD0072"", ""FMOD0082""]",7,5,1,1
Q6K00132,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0039"", ""FMOD0056"", ""FMOD0082""]",[],"[""FMOD0039"", ""FMOD0056"", ""FMOD0082""]",7,5,1,1
Q6K00133,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0034"", ""FMOD0097"", ""FMOD0101""]",[],"[""FMOD0034"", ""FMOD0097"", ""FMOD0101""]",7,5,1,1
Q6K00134,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0056"", ""FMOD0057"", ""FMOD0065""]",[],"[""FMOD0056"", ""FMOD0057"", ""FMOD0065""]",7,5,1,1
Q6K00135,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0063"", ""FMOD0065"", ""FMOD0072""]",[],"[""FMOD0063"", ""FMOD0065"", ""FMOD0072""]",7,5,1,1
Q6K00136,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0059"", ""FMOD0081"", ""FMOD0082""]",[],"[""FMOD0059"", ""FMOD0081"", ""FMOD0082""]",7,5,1,1
Q6K00137,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0039"", ""FMOD0072""]",[],"[""FMOD0020"", ""FMOD0039"", ""FMOD0072""]",7,5,1,1
Q6K00138,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0056"", ""FMOD0057"", ""FMOD0072""]",[],"[""FMOD0056"", ""FMOD0057"", ""FMOD0072""]",7,5,1,1
Q6K00139,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0039"", ""FMOD0072""]",[],"[""FMOD0020"", ""FMOD0039"", ""FMOD0072""]",7,5,1,1
Q6K00140,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0039"", ""FMOD0101""]",[],"[""FMOD0020"", ""FMOD0039"", ""FMOD0101""]",7,5,1,1
Q6K00141,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0030"", ""FMOD0072""]",[],"[""FMOD0002"", ""FMOD0030"", ""FMOD0072""]",7,5,1,1
Q6K00142,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0041"", ""FMOD0056"", ""FMOD0058""]",[],"[""FMOD0041"", ""FMOD0056"", ""FMOD0058""]",7,5,1,1
Q6K00143,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0057"", ""FMOD0101""]",[],"[""FMOD0002"", ""FMOD0057"", ""FMOD0101""]",7,5,1,1
Q6K00144,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0034"", ""FMOD0063""]",[],"[""FMOD0020"", ""FMOD0034"", ""FMOD0063""]",7,5,1,1
Q6K00145,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0030"", ""FMOD0065"", ""FMOD0081""]",[],"[""FMOD0030"", ""FMOD0065"", ""FMOD0081""]",7,5,1,1
Q6K00146,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0034"", ""FMOD0045""]",[],"[""FMOD0002"", ""FMOD0034"", ""FMOD0045""]",7,5,1,1
Q6K00147,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0034"", ""FMOD0097""]",[],"[""FMOD0002"", ""FMOD0034"", ""FMOD0097""]",7,5,1,1
Q6K00148,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0052"", ""FMOD0056"", ""FMOD0101""]",[],"[""FMOD0052"", ""FMOD0056"", ""FMOD0101""]",7,5,1,1
Q6K00149,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0058"", ""FMOD0065"", ""FMOD0081""]",[],"[""FMOD0058"", ""FMOD0065"", ""FMOD0081""]",7,5,1,1
Q6K00150,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0063"", ""FMOD0101""]",[],"[""FMOD0002"", ""FMOD0063"", ""FMOD0101""]",7,5,1,1
Q6K00151,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0059"", ""FMOD0082"", ""FMOD0101""]",[],"[""FMOD0059"", ""FMOD0082"", ""FMOD0101""]",7,5,1,1
Q6K00152,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0030"", ""FMOD0052"", ""FMOD0101""]",[],"[""FMOD0030"", ""FMOD0052"", ""FMOD0101""]",7,5,1,1
Q6K00153,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0057"", ""FMOD0058""]",[],"[""FMOD0002"", ""FMOD0057"", ""FMOD0058""]",7,5,1,1
Q6K00154,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0020"", ""FMOD0056""]",[],"[""FMOD0002"", ""FMOD0020"", ""FMOD0056""]",7,5,1,1
Q6K00155,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0039"", ""FMOD0056"", ""FMOD0059""]",[],"[""FMOD0039"", ""FMOD0056"", ""FMOD0059""]",7,5,1,1
Q6K00156,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0002"", ""FMOD0057"", ""FMOD0065""]",[],"[""FMOD0002"", ""FMOD0057"", ""FMOD0065""]",7,5,1,1
Q6K00157,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0020"", ""FMOD0030"", ""FMOD0082""]",[],"[""FMOD0020"", ""FMOD0030"", ""FMOD0082""]",7,5,1,1
Q6K00158,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0052"", ""FMOD0057"", ""FMOD0097""]",[],"[""FMOD0052"", ""FMOD0057"", ""FMOD0097""]",7,5,1,1
Q6K00159,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0041"", ""FMOD0072"", ""FMOD0082""]",[],"[""FMOD0041"", ""FMOD0072"", ""FMOD0082""]",7,5,1,1
Q6K00160,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0041"", ""FMOD0052"", ""FMOD0072""]",[],"[""FMOD0041"", ""FMOD0052"", ""FMOD0072""]",7,5,1,1
Q6K00161,CALIBRATION,CAL_KNOWN_K3,3,3,0,"[""FMOD0041"", ""FMOD0059"", ""FMOD0063""]",[],"[""FMOD0041"", ""FMOD0059"", ""FMOD0063""]",7,5,1,1
