anonymous_query_id,anonymous_filename,query_id,node_id,scenario,k_true,ground_truth_label,source_fresh_id,source_version_id,source_relative_path,payload_relpath,payload_sha256,stone_relpath
Q0003,Q0003_N01.class,Q6K00183,Q6K00183_N01,TEST_KNOWN_K1,1,FMOD0023,FMOD0023,603d4gFf,org/betterx/betterend/blocks/entities/EndStoneSmelterBlockEntity$2.class,queries/Q6K00183/Q6K00183_N01.bin,4044beab91db0262a21ab766fe5947b800589983a50859f4c02ee6d7609aaa7e,query/Q0003/Q0003_N01.class
Q0003,Q0003_N02.class,Q6K00183,Q6K00183_N03,TEST_KNOWN_K1,1,FMOD0023,FMOD0023,603d4gFf,org/betterx/betterend/blocks/entities/BlastingRecipeInfo.class,queries/Q6K00183/Q6K00183_N03.bin,1176d08a3011dbbdfaa5a4bc8a1364c2fafca92bfb3422c8ba93d132f284e1f4,query/Q0003/Q0003_N02.class
Q0003,Q0003_N03.class,Q6K00183,Q6K00183_N05,TEST_KNOWN_K1,1,FMOD0023,FMOD0023,603d4gFf,org/betterx/betterend/blocks/entities/EndStoneSmelterBlockEntity.class,queries/Q6K00183/Q6K00183_N05.bin,fefff847dd16a7e3051041ed7120377ad7929bbc7684fb551b94d7af0576bd39,query/Q0003/Q0003_N03.class
Q0003,Q0003_N04.class,Q6K00183,Q6K00183_N06,TEST_KNOWN_K1,1,FMOD0023,FMOD0023,603d4gFf,org/betterx/betterend/blocks/entities/MultiRecipeInfo.class,queries/Q6K00183/Q6K00183_N06.bin,376ba87d7dcaf48f7b4db608ac92df3ba5c42babcc9d4c27e588c6eb6a4c01a3,query/Q0003/Q0003_N04.class
Q0003,Q0003_N05.class,Q6K00183,Q6K00183_N07,TEST_KNOWN_K1,1,FMOD0023,FMOD0023,603d4gFf,org/betterx/betterend/blocks/entities/AlloyingRecipeInfo.class,queries/Q6K00183/Q6K00183_N07.bin,a5e305b63d95ff9825714b3ff4b8cee7bc63bb30ad1893b8e329694053aecb9d,query/Q0003/Q0003_N05.class
Q0004,Q0004_N01.class,Q6K00184,Q6K00184_N02,TEST_KNOWN_K1,1,FMOD0004,FMOD0004,gs62LOlx,com/skelly/deepstash/ExcaMateNetworking$VeinKeyStatePayload.class,queries/Q6K00184/Q6K00184_N02.bin,c5a153d9936fc9f5bd1318e6057184bcade9488bab6c0e1b7c6b263cf6a1bee1,query/Q0004/Q0004_N01.class
Q0004,Q0004_N02.class,Q6K00184,Q6K00184_N03,TEST_KNOWN_K1,1,FMOD0004,FMOD0004,gs62LOlx,com/skelly/deepstash/ExcaMateXpCapture.class,queries/Q6K00184/Q6K00184_N03.bin,ec13d2655f3aaeb43b54b42643ef05631909e23e00be1ee6a2d685f94259f4a4,query/Q0004/Q0004_N02.class
Q0004,Q0004_N03.class,Q6K00184,Q6K00184_N04,TEST_KNOWN_K1,1,FMOD0004,FMOD0004,gs62LOlx,com/skelly/deepstash/mixin/ServerPlayerGameModeMixin.class,queries/Q6K00184/Q6K00184_N04.bin,0aa90ff05df994a8f48982de30241f85305e704a34086e9c6ef17f5526251c0d,query/Q0004/Q0004_N03.class
Q0004,Q0004_N04.class,Q6K00184,Q6K00184_N06,TEST_KNOWN_K1,1,FMOD0004,FMOD0004,gs62LOlx,com/skelly/deepstash/mixin/BlockXpMixin.class,queries/Q6K00184/Q6K00184_N06.bin,6ade06d5048cf3cbb49039df57ef32a24a6c94dc07ba3a188c61884b78c0aa63,query/Q0004/Q0004_N04.class
Q0004,Q0004_N05.class,Q6K00184,Q6K00184_N07,TEST_KNOWN_K1,1,FMOD0004,FMOD0004,gs62LOlx,com/skelly/deepstash/ExcaMateNetworking.class,queries/Q6K00184/Q6K00184_N07.bin,c3c153d90b3ca9d33fabd68e82d7adbc9ba614ad2f52df6cb6cb19b884b4e5a4,query/Q0004/Q0004_N05.class
Q0005,Q0005_N01.class,Q6K00185,Q6K00185_N01,TEST_KNOWN_K1,1,FMOD0096,FMOD0096,yhbCh01w,com/remarxk/guitween/mixin/ChatComponentMixin.class,queries/Q6K00185/Q6K00185_N01.bin,74949643703cf493d2ae4bb9aa42e0463f381371893328646dfcd5aa22ed6aa9,query/Q0005/Q0005_N01.class
Q0005,Q0005_N02.class,Q6K00185,Q6K00185_N03,TEST_KNOWN_K1,1,FMOD0096,FMOD0096,yhbCh01w,com/remarxk/guitween/mixin/PictureInPictureRendererMixin.class,queries/Q6K00185/Q6K00185_N03.bin,55de95c91298019fb71da4f09dbb2b7aea9ff1ed2d2b91317ad2b09624ee45d4,query/Q0005/Q0005_N02.class
Q0005,Q0005_N03.class,Q6K00185,Q6K00185_N04,TEST_KNOWN_K1,1,FMOD0096,FMOD0096,yhbCh01w,com/remarxk/guitween/mixin/ChatComponentMixin$1.class,queries/Q6K00185/Q6K00185_N04.bin,b9469c961d6d61a855082af021de17be663f00dc5679f22e135ecba4ffb7d8bf,query/Q0005/Q0005_N03.class
Q0005,Q0005_N04.class,Q6K00185,Q6K00185_N06,TEST_KNOWN_K1,1,FMOD0096,FMOD0096,yhbCh01w,com/remarxk/guitween/mixin/AbstractContainerScreenMixin.class,queries/Q6K00185/Q6K00185_N06.bin,2338d12e4f1aff5cad3001d5e82a9136fdcf1e698677c8035359995cd2f607ca,query/Q0005/Q0005_N04.class
Q0005,Q0005_N05.class,Q6K00185,Q6K00185_N07,TEST_KNOWN_K1,1,FMOD0096,FMOD0096,yhbCh01w,com/remarxk/guitween/mixin/FabricGuiMixin.class,queries/Q6K00185/Q6K00185_N07.bin,bc6f2783cd7a40b1ecfc3008ec68e548a270f7f0d865f5e25bf88424321adc9f,query/Q0005/Q0005_N05.class
Q0006,Q0006_N01.class,Q6K00186,Q6K00186_N01,TEST_KNOWN_K1,1,FMOD0077,FMOD0077,n4xzuN3I,dev/terminalmc/chatnotify/command/Commands.class,queries/Q6K00186/Q6K00186_N01.bin,a3a4291e944c476c0b60333fa0054b41b884e5f79c1dc815f74611e22785b408,query/Q0006/Q0006_N01.class
Q0006,Q0006_N02.class,Q6K00186,Q6K00186_N02,TEST_KNOWN_K1,1,FMOD0077,FMOD0077,n4xzuN3I,dev/terminalmc/chatnotify/mixin/ClientPacketListenerMixin.class,queries/Q6K00186/Q6K00186_N02.bin,720d56106330c8a9c8fb138c276d933d72604a96af61173f8024c905efe8d965,query/Q0006/Q0006_N02.class
Q0006,Q0006_N03.class,Q6K00186,Q6K00186_N04,TEST_KNOWN_K1,1,FMOD0077,FMOD0077,n4xzuN3I,dev/terminalmc/chatnotify/ChatNotify.class,queries/Q6K00186/Q6K00186_N04.bin,88c475b851815a201d3305bd0df797638f98243d78ef78542829ed1f05fa25bb,query/Q0006/Q0006_N03.class
Q0006,Q0006_N04.class,Q6K00186,Q6K00186_N06,TEST_KNOWN_K1,1,FMOD0077,FMOD0077,n4xzuN3I,dev/terminalmc/chatnotify/gui/widget/list/FilterList$Entry$NotifOptions.class,queries/Q6K00186/Q6K00186_N06.bin,1cd28dac32b40b060b77751e9b5470a9b5c8103646b783e43fd220d51bd140cc,query/Q0006/Q0006_N04.class
Q0006,Q0006_N05.class,Q6K00186,Q6K00186_N07,TEST_KNOWN_K1,1,FMOD0077,FMOD0077,n4xzuN3I,dev/terminalmc/chatnotify/gui/screen/RootScreen.class,queries/Q6K00186/Q6K00186_N07.bin,141f5827e4a822c02b7ca016db5ccd7a6e3643d36deb15c263cd6969350ac756,query/Q0006/Q0006_N05.class
Q0007,Q0007_N01.class,Q6K00187,Q6K00187_N02,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,CVeqqBLA,io/github/zhengzhengyiyi/gui/EditorScreen.class,queries/Q6K00187/Q6K00187_N02.bin,0f432478fc25cf36848cdd710026fcad137ebf399af793b6261b6ee905c62dcf,query/Q0007/Q0007_N01.class
Q0007,Q0007_N02.class,Q6K00187,Q6K00187_N03,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,CVeqqBLA,io/github/zhengzhengyiyi/NbtSaver.class,queries/Q6K00187/Q6K00187_N03.bin,dd66a3267e32e61299a43c74310c6bae11aa6fa43cfa7fe14e6e7cb0957990cb,query/Q0007/Q0007_N02.class
Q0007,Q0007_N03.class,Q6K00187,Q6K00187_N04,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,CVeqqBLA,io/github/zhengzhengyiyi/gui/JsonVisualEditorScreen.class,queries/Q6K00187/Q6K00187_N04.bin,dddfdfe947a84b9b56d15265ad8cf2e493c4386ba33b5d6ac8df9fb9fe92fac4,query/Q0007/Q0007_N03.class
Q0007,Q0007_N04.class,Q6K00187,Q6K00187_N05,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,CVeqqBLA,io/github/zhengzhengyiyi/gui/AIChatScreen.class,queries/Q6K00187/Q6K00187_N05.bin,9687475dec4e9041116ff4904aa5732efb99042322e7231a88ea04d33a8b7df3,query/Q0007/Q0007_N04.class
Q0007,Q0007_N05.class,Q6K00187,Q6K00187_N06,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,CVeqqBLA,io/github/zhengzhengyiyi/ConfigEditorClient.class,queries/Q6K00187/Q6K00187_N06.bin,c58b6b41023db8644403e207769b70177889038025c5a0edf7b59c880f3df1df,query/Q0007/Q0007_N05.class
Q0008,Q0008_N01.class,Q6K00188,Q6K00188_N01,TEST_KNOWN_K1,1,FMOD0001,FMOD0001,vSbgx9lF,com/jfyx2025/access/InventoryAccess.class,queries/Q6K00188/Q6K00188_N01.bin,f7bd4c87f3eb4b24d8b12fe595e0a404f1ba81e01c0a3f1c21e1dc8ea6718f5f,query/Q0008/Q0008_N01.class
Q0008,Q0008_N02.class,Q6K00188,Q6K00188_N02,TEST_KNOWN_K1,1,FMOD0001,FMOD0001,vSbgx9lF,com/jfyx2025/mixin/ServerPacketMixin.class,queries/Q6K00188/Q6K00188_N02.bin,12ae3baf6dc6b3501fca2314600a40ad8a10f12269416d29639ee7852893bfca,query/Q0008/Q0008_N02.class
Q0008,Q0008_N03.class,Q6K00188,Q6K00188_N04,TEST_KNOWN_K1,1,FMOD0001,FMOD0001,vSbgx9lF,com/jfyx2025/client/mixin/HotbarRenderMixin.class,queries/Q6K00188/Q6K00188_N04.bin,b85f48222f22efde1bab81916db4e921c7659b371344dc931cc8fb2206542fc7,query/Q0008/Q0008_N03.class
Q0008,Q0008_N04.class,Q6K00188,Q6K00188_N06,TEST_KNOWN_K1,1,FMOD0001,FMOD0001,vSbgx9lF,com/jfyx2025/mixin/InventoryMixin.class,queries/Q6K00188/Q6K00188_N06.bin,6358443b18f009ca298d28768508540426925d1a271773d70b513d52fac1caed,query/Q0008/Q0008_N04.class
Q0008,Q0008_N05.class,Q6K00188,Q6K00188_N07,TEST_KNOWN_K1,1,FMOD0001,FMOD0001,vSbgx9lF,com/jfyx2025/mixin/SwapHandMixin.class,queries/Q6K00188/Q6K00188_N07.bin,9b63ea3d819019525acb21105efdb7d6bc06c6805c160c92f6f408fd7574ebf0,query/Q0008/Q0008_N05.class
Q0009,Q0009_N01.class,Q6K00189,Q6K00189_N01,TEST_KNOWN_K1,1,FMOD0087,FMOD0087,IvA7ptS8,net/gnomecraft/ductwork/data/DuctworkItemTagProvider.class,queries/Q6K00189/Q6K00189_N01.bin,c4c0b0b4d039a0894c86a43dce2d8e46c0373d2a97349188d7ee09abead5df3c,query/Q0009/Q0009_N01.class
Q0009,Q0009_N02.class,Q6K00189,Q6K00189_N02,TEST_KNOWN_K1,1,FMOD0087,FMOD0087,IvA7ptS8,net/gnomecraft/ductwork/data/DuctworkRecipeProvider$1.class,queries/Q6K00189/Q6K00189_N02.bin,e2a9b7345753f3d8eda7e1833f11cf0229f943242a48368065e926d529007c78,query/Q0009/Q0009_N02.class
Q0009,Q0009_N03.class,Q6K00189,Q6K00189_N04,TEST_KNOWN_K1,1,FMOD0087,FMOD0087,IvA7ptS8,net/gnomecraft/ductwork/data/DuctworkBlockTagProvider.class,queries/Q6K00189/Q6K00189_N04.bin,a25f54cfbcb659481a1375b3d1d261f4ce8e84e3fb4b50c5164a1c379ee694d8,query/Q0009/Q0009_N03.class
Q0009,Q0009_N04.class,Q6K00189,Q6K00189_N05,TEST_KNOWN_K1,1,FMOD0087,FMOD0087,IvA7ptS8,net/gnomecraft/ductwork/Ductwork.class,queries/Q6K00189/Q6K00189_N05.bin,27530de17bf71f3c7bb3dc7f40f8f4c866d48b985f62701c4d0bb2c00008c1e3,query/Q0009/Q0009_N04.class
Q0009,Q0009_N05.class,Q6K00189,Q6K00189_N07,TEST_KNOWN_K1,1,FMOD0087,FMOD0087,IvA7ptS8,net/gnomecraft/ductwork/mixin/MixinItemUse.class,queries/Q6K00189/Q6K00189_N07.bin,e35f36bf791d7d1f7d18f43bb6858e6a55515d5d599febbf32362ebe5418ac36,query/Q0009/Q0009_N05.class
Q0010,Q0010_N01.class,Q6K00190,Q6K00190_N01,TEST_KNOWN_K1,1,FMOD0050,FMOD0050,8iqsxqzA,eu/stefanbraun612/smartautomine/client/AutoMineLogic.class,queries/Q6K00190/Q6K00190_N01.bin,7adf6ce6e032b0c9b5b9c07989e17ef15d3134bdce8578e13307f7bf5fd53e13,query/Q0010/Q0010_N01.class
Q0010,Q0010_N02.class,Q6K00190,Q6K00190_N02,TEST_KNOWN_K1,1,FMOD0050,FMOD0050,8iqsxqzA,eu/stefanbraun612/smartautomine/client/config/SmartAutoMineConfig$FeedbackMode.class,queries/Q6K00190/Q6K00190_N02.bin,ca7ee7e1ef2430f6e6a2c5ecd022e8d9e3c1a3c98f23e3f02a413791310f243a,query/Q0010/Q0010_N02.class
Q0010,Q0010_N03.class,Q6K00190,Q6K00190_N04,TEST_KNOWN_K1,1,FMOD0050,FMOD0050,8iqsxqzA,eu/stefanbraun612/smartautomine/client/SmartAutoMineClient.class,queries/Q6K00190/Q6K00190_N04.bin,033e6b55cc211cd48d6d8a4d6dc5a1b2005072899a4b89e06407b83a8723f860,query/Q0010/Q0010_N03.class
Q0010,Q0010_N04.class,Q6K00190,Q6K00190_N06,TEST_KNOWN_K1,1,FMOD0050,FMOD0050,8iqsxqzA,eu/stefanbraun612/smartautomine/client/AutoEatLogic.class,queries/Q6K00190/Q6K00190_N06.bin,90e01f349fe2678cff0cd02c9b921b0576f0bbe61d3004018434cf40b6edb8ec,query/Q0010/Q0010_N04.class
Q0010,Q0010_N05.class,Q6K00190,Q6K00190_N07,TEST_KNOWN_K1,1,FMOD0050,FMOD0050,8iqsxqzA,eu/stefanbraun612/smartautomine/client/config/SmartAutoMineConfig.class,queries/Q6K00190/Q6K00190_N07.bin,df0e238b00871fe09a527f82fd504718d30349aca22d9f3bf5f39af24f463458,query/Q0010/Q0010_N05.class
Q0011,Q0011_N01.class,Q6K00191,Q6K00191_N01,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,dU1doC63,io/github/zhengzhengyiyi/gui/JsonVisualEditorScreen.class,queries/Q6K00191/Q6K00191_N01.bin,dddfdfe947a84b9b56d15265ad8cf2e493c4386ba33b5d6ac8df9fb9fe92fac4,query/Q0011/Q0011_N01.class
Q0011,Q0011_N02.class,Q6K00191,Q6K00191_N03,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,dU1doC63,io/github/zhengzhengyiyi/NbtSaver.class,queries/Q6K00191/Q6K00191_N03.bin,dd66a3267e32e61299a43c74310c6bae11aa6fa43cfa7fe14e6e7cb0957990cb,query/Q0011/Q0011_N02.class
Q0011,Q0011_N03.class,Q6K00191,Q6K00191_N04,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,dU1doC63,io/github/zhengzhengyiyi/hud/EntityOverlayHudElement.class,queries/Q6K00191/Q6K00191_N04.bin,4f6e225d5e7127400cdde9710305abca32ebdd02b783c9f26d658b3d3f644de3,query/Q0011/Q0011_N03.class
Q0011,Q0011_N04.class,Q6K00191,Q6K00191_N05,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,dU1doC63,io/github/zhengzhengyiyi/gui/EditorScreen.class,queries/Q6K00191/Q6K00191_N05.bin,0f432478fc25cf36848cdd710026fcad137ebf399af793b6261b6ee905c62dcf,query/Q0011/Q0011_N04.class
Q0011,Q0011_N05.class,Q6K00191,Q6K00191_N06,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,dU1doC63,io/github/zhengzhengyiyi/ConfigEditorClient.class,queries/Q6K00191/Q6K00191_N06.bin,c58b6b41023db8644403e207769b70177889038025c5a0edf7b59c880f3df1df,query/Q0011/Q0011_N05.class
Q0012,Q0012_N01.class,Q6K00192,Q6K00192_N01,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,VxmUBIb6,io/github/zhengzhengyiyi/gui/PluginManagerScreen.class,queries/Q6K00192/Q6K00192_N01.bin,163787375f3c91fa5c455348b37d2b2d2d9c86ed6d1d9e537d94ab53a7ba970d,query/Q0012/Q0012_N01.class
Q0012,Q0012_N02.class,Q6K00192,Q6K00192_N03,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,VxmUBIb6,io/github/zhengzhengyiyi/hud/BlockOverlayHudElement.class,queries/Q6K00192/Q6K00192_N03.bin,eaa03f9007fc68efc4c6167f64fb7ead1c638ae988524487569694b934690b63,query/Q0012/Q0012_N02.class
Q0012,Q0012_N03.class,Q6K00192,Q6K00192_N04,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,VxmUBIb6,io/github/zhengzhengyiyi/gui/AIChatScreen.class,queries/Q6K00192/Q6K00192_N04.bin,9687475dec4e9041116ff4904aa5732efb99042322e7231a88ea04d33a8b7df3,query/Q0012/Q0012_N03.class
Q0012,Q0012_N04.class,Q6K00192,Q6K00192_N05,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,VxmUBIb6,io/github/zhengzhengyiyi/ConfigEditorClient.class,queries/Q6K00192/Q6K00192_N05.bin,c58b6b41023db8644403e207769b70177889038025c5a0edf7b59c880f3df1df,query/Q0012/Q0012_N04.class
Q0012,Q0012_N05.class,Q6K00192,Q6K00192_N07,TEST_KNOWN_K1,1,FMOD0086,FMOD0086,VxmUBIb6,io/github/zhengzhengyiyi/gui/EntityOverlayHubScreen.class,queries/Q6K00192/Q6K00192_N07.bin,fc1e167a97720fc4ab5142b6674e13aef571f83f80b84e036860934970664873,query/Q0012/Q0012_N05.class
Q0013,Q0013_N01.class,Q6K00193,Q6K00193_N01,TEST_KNOWN_K1,1,FMOD0025,FMOD0025,SJkLNQa4,imyarchez/offclient/config/ConfigStore.class,queries/Q6K00193/Q6K00193_N01.bin,de014c8a206692b41f6781e20cd0679f444e2d7a4c7003c7d4887afb11b6b8a2,query/Q0013/Q0013_N01.class
Q0013,Q0013_N02.class,Q6K00193,Q6K00193_N03,TEST_KNOWN_K1,1,FMOD0025,FMOD0025,SJkLNQa4,imyarchez/offclient/module/Module.class,queries/Q6K00193/Q6K00193_N03.bin,76e6abb520e8ebecbfcb17c052d69154491c17c2f3dbb2becc44fda97597d2de,query/Q0013/Q0013_N02.class
Q0013,Q0013_N03.class,Q6K00193,Q6K00193_N05,TEST_KNOWN_K1,1,FMOD0025,FMOD0025,SJkLNQa4,imyarchez/offclient/module/modules/ElytraSwapModule.class,queries/Q6K00193/Q6K00193_N05.bin,7574df9f5aa77a7cda500cf162e3b45afc2e40afc6e86cb5968b55c7a99de8b7,query/Q0013/Q0013_N03.class
Q0013,Q0013_N04.class,Q6K00193,Q6K00193_N06,TEST_KNOWN_K1,1,FMOD0025,FMOD0025,SJkLNQa4,imyarchez/offclient/module/modules/HealthHeartsModule.class,queries/Q6K00193/Q6K00193_N06.bin,9df93155304feb9b90cdad00e5838c55181607a1f3a46aa70ceeafa5354763a7,query/Q0013/Q0013_N04.class
Q0013,Q0013_N05.class,Q6K00193,Q6K00193_N07,TEST_KNOWN_K1,1,FMOD0025,FMOD0025,SJkLNQa4,imyarchez/offclient/module/modules/HealthHeartsModule$TargetMode.class,queries/Q6K00193/Q6K00193_N07.bin,75ebdf98ea44531d556a4b299ec2431a9a42cc3282a93f2ba1f745411c3210c1,query/Q0013/Q0013_N05.class
Q0014,Q0014_N01.class,Q6K00194,Q6K00194_N01,TEST_KNOWN_K1,1,FMOD0083,FMOD0083,OkGF8Kho,io/wispforest/accessories_compat/curios/AccessoriesEventHooks.class,queries/Q6K00194/Q6K00194_N01.bin,4a231bf942c9bb9ef7e94a940780a6cae19cd36033c18cbafec1e8b5c5539ed2,query/Q0014/Q0014_N01.class
Q0014,Q0014_N02.class,Q6K00194,Q6K00194_N02,TEST_KNOWN_K1,1,FMOD0083,FMOD0083,OkGF8Kho,io/wispforest/accessories_compat/curios/wrapper/CuriosConversionUtils.class,queries/Q6K00194/Q6K00194_N02.bin,6269d9d9ccb0da048eae50ce4afc4beba7e069f4719d155437d8260c88f9e0c4,query/Q0014/Q0014_N02.class
Q0014,Q0014_N03.class,Q6K00194,Q6K00194_N05,TEST_KNOWN_K1,1,FMOD0083,FMOD0083,OkGF8Kho,io/wispforest/accessories_compat/curios/wrapper/AccessoryFromCurio.class,queries/Q6K00194/Q6K00194_N05.bin,6f21dfc649aa0df9a70980395b608aa41962de1a8b675a0f6e9c5a6c60fb778d,query/Q0014/Q0014_N03.class
Q0014,Q0014_N04.class,Q6K00194,Q6K00194_N06,TEST_KNOWN_K1,1,FMOD0083,FMOD0083,OkGF8Kho,io/wispforest/accessories_compat/curios/mixin/CurioInventoryMixin.class,queries/Q6K00194/Q6K00194_N06.bin,223b63f48832d69627a9cb9c952a34ab6e9e82f421bfede2d00b4c1bba15b1a1,query/Q0014/Q0014_N04.class
Q0014,Q0014_N05.class,Q6K00194,Q6K00194_N07,TEST_KNOWN_K1,1,FMOD0083,FMOD0083,OkGF8Kho,io/wispforest/accessories_compat/curios/mixin/CuriosImplMixinHooksMixin.class,queries/Q6K00194/Q6K00194_N07.bin,1337c0107ea2b667d38b49b611611325af3a12ea682f57e301b7bb0fd3defd9a,query/Q0014/Q0014_N05.class
Q0015,Q0015_N01.class,Q6K00195,Q6K00195_N01,TEST_KNOWN_K1,1,FMOD0061,FMOD0061,xDUfCCkw,nl/devpieter/narratless/statics/KeyBindings.class,queries/Q6K00195/Q6K00195_N01.bin,57db9c7822ea5fb9895fa6f96852f8a49b30f616ba99162cb583320977d979f4,query/Q0015/Q0015_N01.class
Q0015,Q0015_N02.class,Q6K00195,Q6K00195_N02,TEST_KNOWN_K1,1,FMOD0061,FMOD0061,xDUfCCkw,nl/devpieter/narratless/statics/Options.class,queries/Q6K00195/Q6K00195_N02.bin,ccfc9702ffabf52e2c4b4e6ab17bb1964b770332fd08f947482b156ea525ceb4,query/Q0015/Q0015_N02.class
Q0015,Q0015_N03.class,Q6K00195,Q6K00195_N04,TEST_KNOWN_K1,1,FMOD0061,FMOD0061,xDUfCCkw,nl/devpieter/narratless/Narratless.class,queries/Q6K00195/Q6K00195_N04.bin,292fe02e7633aedff78097b195ff26ee90ca662a1e7361f2670b6b02363b1a87,query/Q0015/Q0015_N03.class
Q0015,Q0015_N04.class,Q6K00195,Q6K00195_N05,TEST_KNOWN_K1,1,FMOD0061,FMOD0061,xDUfCCkw,nl/devpieter/narratless/statics/Settings.class,queries/Q6K00195/Q6K00195_N05.bin,f857b423152972d6794a84af848a0498883f028ea1c48e4605fc9a9f85054859,query/Q0015/Q0015_N04.class
Q0015,Q0015_N05.class,Q6K00195,Q6K00195_N07,TEST_KNOWN_K1,1,FMOD0061,FMOD0061,xDUfCCkw,nl/devpieter/narratless/mixins/GameOptionsMixin.class,queries/Q6K00195/Q6K00195_N07.bin,b5b719c0470eb1d98080b5700a0c328c9217c82e80e362ff028659921d3cd068,query/Q0015/Q0015_N05.class
Q0016,Q0016_N01.class,Q6K00196,Q6K00196_N01,TEST_KNOWN_K1,1,FMOD0050,FMOD0050,m7qcoBP2,eu/stefanbraun612/smartautomine/client/MinePreset.class,queries/Q6K00196/Q6K00196_N01.bin,de4455099af9deca91a87883506875f32ea5797e2d5f004149d5e2d2d0e1bc14,query/Q0016/Q0016_N01.class
