fragment_id,fresh_id,frozen_split,version_id,version_number,variant_index,node_id,evaluation_role,strict_path_failed,source_relative_path,component_sha256
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,0,F6G000004_N0002,TARGET,False,com/jfyx2025/client/EmptyHandClient.class,bc61c9b9da11f332786e836fe49b55276c1cb289047224ab4f7c0ffe7b76f738
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,0,F6G000004_N0003,TARGET,False,com/jfyx2025/mixin/ServerPacketMixin.class,1dbe8a34c227314dea6b2e22fa328d14fea312ff816ba488316ad5482bfce54d
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,0,F6G000004_N0004,TARGET,False,com/jfyx2025/mixin/InventoryMixin.class,9b1c752cf0c1d540ea10460a2169b937ab2a7ed8b295afc64eeaf53c312561b8
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,0,F6G000004_N0005,TARGET,False,com/jfyx2025/access/InventoryAccess.class,842055dbd1cabdfb917147f1920eb443ab2a6ac55759a78a3189a2527d2c6d00
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,1,F6G000005_N0001,TARGET,False,com/jfyx2025/mixin/ServerPacketMixin.class,1dbe8a34c227314dea6b2e22fa328d14fea312ff816ba488316ad5482bfce54d
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,1,F6G000005_N0002,TARGET,False,com/jfyx2025/access/InventoryAccess.class,842055dbd1cabdfb917147f1920eb443ab2a6ac55759a78a3189a2527d2c6d00
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,1,F6G000005_N0003,TARGET,True,com/jfyx2025/client/PipelineHolder.class,ce18ca0376475e1aee17d5d0ee31b91ecf8ac6d78526a5f12f9273653ae6f3d3
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,1,F6G000005_N0004,TARGET,False,com/jfyx2025/client/mixin/HotbarRenderMixin.class,e16b6bf1a0e5035e48490a2c44216cdc0a50165626340917da77f10f0c906542
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,1,F6G000005_N0005,TARGET,True,com/jfyx2025/client/mixin/GuiGraphicsMixin.class,46bb0ec6a36f84a50ed5c049d547bd162686ea84afd52c3edb9c4c40ee1ecab4
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,2,F6G000006_N0001,TARGET,False,com/jfyx2025/client/mixin/MouseScrollMixin.class,26ae976a1f1b97b9616a3cc9c38197db82aaa2684b5099aeaeb93c34e4149da1
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,2,F6G000006_N0002,TARGET,False,com/jfyx2025/mixin/ServerPacketMixin.class,1dbe8a34c227314dea6b2e22fa328d14fea312ff816ba488316ad5482bfce54d
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,2,F6G000006_N0003,TARGET,False,com/jfyx2025/access/InventoryAccess.class,842055dbd1cabdfb917147f1920eb443ab2a6ac55759a78a3189a2527d2c6d00
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,2,F6G000006_N0004,TARGET,False,com/jfyx2025/mixin/SwapHandMixin.class,c3e2a265a7041fee1eff0c5f77a375f5463faf1dcdf145c980ff75f8db733d8b
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,2,F6G000006_N0005,TARGET,False,com/jfyx2025/EmptyHand.class,3233fa66df53a4656fbeb5b94eaa9909ba42cc69810dfafbfe20447409c22e64
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,0,F6G000007_N0001,TARGET,False,com/jfyx2025/access/InventoryAccess.class,f7bd4c87f3eb4b24d8b12fe595e0a404f1ba81e01c0a3f1c21e1dc8ea6718f5f
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,0,F6G000007_N0002,TARGET,False,com/jfyx2025/client/mixin/HotbarRenderMixin.class,b85f48222f22efde1bab81916db4e921c7659b371344dc931cc8fb2206542fc7
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,0,F6G000007_N0003,TARGET,False,com/jfyx2025/mixin/SwapHandMixin.class,9b63ea3d819019525acb21105efdb7d6bc06c6805c160c92f6f408fd7574ebf0
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,0,F6G000007_N0004,TARGET,False,com/jfyx2025/mixin/ServerPacketMixin.class,12ae3baf6dc6b3501fca2314600a40ad8a10f12269416d29639ee7852893bfca
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,0,F6G000007_N0005,TARGET,False,com/jfyx2025/mixin/InventoryMixin.class,6358443b18f009ca298d28768508540426925d1a271773d70b513d52fac1caed
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,1,F6G000008_N0001,TARGET,True,com/jfyx2025/client/mixin/GuiGraphicsMixin.class,a5e4133aef1b4371ffd39bc74ed83f44c734daf40b8dd49afdc71ecbcfe9c964
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,1,F6G000008_N0002,TARGET,False,com/jfyx2025/access/InventoryAccess.class,f7bd4c87f3eb4b24d8b12fe595e0a404f1ba81e01c0a3f1c21e1dc8ea6718f5f
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,1,F6G000008_N0003,TARGET,True,com/jfyx2025/client/PipelineHolder.class,c9de0f972be47c8a92bde2bc77f4a5ca1b7e3f381172d4a799b6bd1d8a68d8bc
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,1,F6G000008_N0004,TARGET,False,com/jfyx2025/mixin/InventoryMixin.class,6358443b18f009ca298d28768508540426925d1a271773d70b513d52fac1caed
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,1,F6G000008_N0005,TARGET,False,com/jfyx2025/client/mixin/HotbarRenderMixin.class,b85f48222f22efde1bab81916db4e921c7659b371344dc931cc8fb2206542fc7
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,2,F6G000009_N0001,TARGET,False,com/jfyx2025/access/InventoryAccess.class,f7bd4c87f3eb4b24d8b12fe595e0a404f1ba81e01c0a3f1c21e1dc8ea6718f5f
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,2,F6G000009_N0002,TARGET,False,com/jfyx2025/EmptyHand.class,71abd5c239324508857dce8f4f907a1f49a046223dac96c1fe82c21c0d5c71ad
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,2,F6G000009_N0003,TARGET,True,com/jfyx2025/EmptyHandPayload.class,cd5afd4a03d324a67948f4d3be49961e1d8394d2f8b948c17db89a0ffa4e13cf
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,2,F6G000009_N0004,TARGET,False,com/jfyx2025/client/EmptyHandClient.class,232d9caef206060ef4593d84b61b16c98c9347f0572d765910fade688d55fd06
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,2,F6G000009_N0005,TARGET,False,com/jfyx2025/mixin/ServerPacketMixin.class,12ae3baf6dc6b3501fca2314600a40ad8a10f12269416d29639ee7852893bfca
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,0,F6G000010_N0001,TARGET,False,dev/willyelton/pillagerdeterrent/mixin/PatrolSpawnerMixin.class,cb518640998652249f080d1cc5cf28b451b6328d0c5cd6fb586798f4b8dffbeb
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,0,F6G000010_N0002,TARGET,False,dev/willyelton/pillagerdeterrent/compat/accessories/AccessoriesCompat.class,4bfb35e40e4a71be217f8c00a40a5300ea3c53092da54cd4ccdf0ba9c69a8eb8
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,0,F6G000010_N0003,TARGET,False,dev/willyelton/pillagerdeterrent/config/PillagerDeterrentConfig.class,c741331c730a6e6c32ab5c6f6b984d87e3b49bf07724a0e82330488590d9c835
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,0,F6G000010_N0004,TARGET,False,dev/willyelton/pillagerdeterrent/config/PillagerDeterrentConfigModel.class,2c8761d080232066487517a71c712a0433be236e27655bbcf5f3ffe28d244f0b
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,0,F6G000010_N0005,TARGET,False,dev/willyelton/pillagerdeterrent/util/InventoryUtils.class,aa77b34574f262b04c5f512a1b38263115a3cec95b7ff0810c5bc64ff1186756
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,1,F6G000011_N0001,TARGET,False,dev/willyelton/pillagerdeterrent/PillagerDeterrent.class,98d7bc20591fdc2e5743872d97c6b1477205add11f7e14c0682939b03d41a019
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,1,F6G000011_N0002,TARGET,False,dev/willyelton/pillagerdeterrent/compat/accessories/AccessoriesCompat.class,4bfb35e40e4a71be217f8c00a40a5300ea3c53092da54cd4ccdf0ba9c69a8eb8
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,1,F6G000011_N0003,TARGET,False,dev/willyelton/pillagerdeterrent/tag/PillagerDeterrentTags.class,4fa80a30d79213d58d26a6e1d569431229162005da1ed41711df57ae7564b42e
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,1,F6G000011_N0004,TARGET,False,dev/willyelton/pillagerdeterrent/util/InventoryUtils.class,aa77b34574f262b04c5f512a1b38263115a3cec95b7ff0810c5bc64ff1186756
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,1,F6G000011_N0005,TARGET,False,dev/willyelton/pillagerdeterrent/mixin/PatrolSpawnerMixin.class,cb518640998652249f080d1cc5cf28b451b6328d0c5cd6fb586798f4b8dffbeb
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,2,F6G000012_N0001,TARGET,False,dev/willyelton/pillagerdeterrent/ModItems.class,75474199e726a7828428d71a5638de650f240a308037fbd0f2f93355c2b4697e
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,2,F6G000012_N0002,TARGET,False,dev/willyelton/pillagerdeterrent/block/WardingBannerWallBlock.class,e94b83e84bfcabe1e75e2989f42a9d2e5674296824669016cf1d978221855dc0
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,2,F6G000012_N0003,TARGET,False,dev/willyelton/pillagerdeterrent/block/WardingBannerBlock.class,7a34aa4033aad1b72c14281ecb99e473a9907fdd360dee3317be4ccd8433e9d1
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,2,F6G000012_N0004,TARGET,False,dev/willyelton/pillagerdeterrent/ModBlocks.class,830a4ed93340b7c8ca6fbaa91feca9175e384035a764cca994686f3e8b4ef724
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,2,F6G000012_N0005,TARGET,False,dev/willyelton/pillagerdeterrent/PillagerDeterrent.class,98d7bc20591fdc2e5743872d97c6b1477205add11f7e14c0682939b03d41a019
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,0,F6G000013_N0001,TARGET,False,dev/willyelton/pillagerdeterrent/mixin/PoiTypesInvoker.class,e21957968488a9abcaafb63d67b7e9be419aaffa69530adbafbdd3b99c105633
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,0,F6G000013_N0002,TARGET,False,dev/willyelton/pillagerdeterrent/PillagerDeterrent.class,200669478a32dc4d6b72b54084e0238fd615c8faeb4f594ebbff60ab0408a9c8
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,0,F6G000013_N0003,TARGET,False,dev/willyelton/pillagerdeterrent/mixin/BlockEntityTypeAccessor.class,3ba2c489301c390f00bce40184378219d8d51af24fdb93f5c7ca3e12e41273b2
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,0,F6G000013_N0004,TARGET,False,dev/willyelton/pillagerdeterrent/ModItems.class,f17616e149055637b6ada8e9a427272ecf4faf64d37f3d403105c253b7503dc5
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,0,F6G000013_N0005,TARGET,False,dev/willyelton/pillagerdeterrent/ModBlocks.class,ed2044037643f814a83ef5db7176b7459e40e4d1cb3e77f52f1039df72b30e34
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,1,F6G000014_N0001,TARGET,False,dev/willyelton/pillagerdeterrent/ModItems.class,f17616e149055637b6ada8e9a427272ecf4faf64d37f3d403105c253b7503dc5
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,1,F6G000014_N0002,TARGET,False,dev/willyelton/pillagerdeterrent/ModBlocks.class,ed2044037643f814a83ef5db7176b7459e40e4d1cb3e77f52f1039df72b30e34
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,1,F6G000014_N0003,TARGET,False,dev/willyelton/pillagerdeterrent/block/WardingBannerBlock.class,2ba5fe6bca5e19543da702dd597d94f2af566e86eb462758a3dd6215b676a25b
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,1,F6G000014_N0004,TARGET,False,dev/willyelton/pillagerdeterrent/PillagerDeterrent.class,200669478a32dc4d6b72b54084e0238fd615c8faeb4f594ebbff60ab0408a9c8
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,1,F6G000014_N0005,TARGET,False,dev/willyelton/pillagerdeterrent/mixin/PoiTypesInvoker.class,e21957968488a9abcaafb63d67b7e9be419aaffa69530adbafbdd3b99c105633
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,2,F6G000015_N0001,TARGET,True,dev/willyelton/pillagerdeterrent/platform/Services.class,4dc3203c6f9eb3b94975831eefe5c0da2235d37d948bab585dac998da2555b04
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,2,F6G000015_N0002,TARGET,False,dev/willyelton/pillagerdeterrent/ModItems.class,f17616e149055637b6ada8e9a427272ecf4faf64d37f3d403105c253b7503dc5
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,2,F6G000015_N0003,TARGET,True,dev/willyelton/pillagerdeterrent/mixin/AbstractIllagerMixin.class,087ceab8acee6dc35b482037b3ab105b1cda23472ce42da3ce2e80202aec3782
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,2,F6G000015_N0004,TARGET,False,dev/willyelton/pillagerdeterrent/mixin/PatrolSpawnerMixin.class,3df28840374e3bc2e5a698d8e9abc3a745c8ddf123e64c10dd30a2227f80f01c
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,2,F6G000015_N0005,TARGET,True,dev/willyelton/pillagerdeterrent/Constants.class,6625f7bd68f2a7c224416b6aee6b2173c98d0577a08f945de8727957f783b77e
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,0,F6G000016_N0001,TARGET,True,fuzs/skeletonaifix/SkeletonAIFix.class,0716b254cf5a7c2231546400cbdfe8f49224e8d4057c8776c91a04892673c97a
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,0,F6G000016_N0002,TARGET,True,fuzs/skeletonaifix/config/ServerConfig.class,9fb23862569555eade667fe01d6005ebd9f50f189b4f9cdd5a6f5f8b2af12429
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,0,F6G000016_N0003,TARGET,True,fuzs/skeletonaifix/init/ModRegistry.class,7f4a240a47918d2f5cc64843022094bb84bc328af2785fea82ba83e6706dd1d8
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,0,F6G000016_N0004,TARGET,False,fuzs/skeletonaifix/fabric/SkeletonAIFixFabric.class,6c0d06947bdc51729a7b7a1724cda089ba6810014b6e5ed183334052a0556fbb
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,0,F6G000016_N0005,TARGET,True,fuzs/skeletonaifix/data/ModEntityTypeTagProvider.class,4086d39bd203cbcd29c3b95d95251cee389fc516206cf80a2a2d5e942f14c635
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,0,F6G000017_N0001,TARGET,True,fuzs/skeletonaifix/config/ServerConfig.class,9fb23862569555eade667fe01d6005ebd9f50f189b4f9cdd5a6f5f8b2af12429
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,0,F6G000017_N0002,TARGET,True,fuzs/skeletonaifix/SkeletonAIFix.class,487e513233325b9e97210c6dc81086ac8440a632b5b9c850c350f8b4fc763a4b
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,0,F6G000017_N0003,TARGET,True,fuzs/skeletonaifix/init/ModRegistry.class,7f4a240a47918d2f5cc64843022094bb84bc328af2785fea82ba83e6706dd1d8
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,0,F6G000017_N0004,TARGET,True,fuzs/skeletonaifix/data/ModEntityTypeTagProvider.class,4086d39bd203cbcd29c3b95d95251cee389fc516206cf80a2a2d5e942f14c635
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,0,F6G000017_N0005,TARGET,False,fuzs/skeletonaifix/fabric/SkeletonAIFixFabric.class,6c0d06947bdc51729a7b7a1724cda089ba6810014b6e5ed183334052a0556fbb
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,0,F6G000018_N0001,TARGET,True,com/skelly/deepstash/ExcaMate.class,a1b86fa530735a5b53d469098f55a66118a77ba1902fb903f54c05ec7aa8f5ae
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,0,F6G000018_N0002,TARGET,True,com/skelly/deepstash/ExcaMateNetworking$VeinKeyStatePayload.class,c5a153d9936fc9f5bd1318e6057184bcade9488bab6c0e1b7c6b263cf6a1bee1
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,0,F6G000018_N0003,TARGET,True,com/skelly/deepstash/ExcaMateXpCapture.class,ec13d2655f3aaeb43b54b42643ef05631909e23e00be1ee6a2d685f94259f4a4
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,0,F6G000018_N0004,TARGET,True,com/skelly/deepstash/mixin/BlockXpMixin.class,6ade06d5048cf3cbb49039df57ef32a24a6c94dc07ba3a188c61884b78c0aa63
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,0,F6G000018_N0005,TARGET,True,com/skelly/deepstash/mixin/ServerPlayerGameModeMixin.class,0c3ad4269daa52b897bc3c08f505f4eb2fd1625b64247f8e7f68ddfe9c2e788d
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,1,F6G000019_N0001,TARGET,True,com/skelly/deepstash/ExcaMate.class,a1b86fa530735a5b53d469098f55a66118a77ba1902fb903f54c05ec7aa8f5ae
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,1,F6G000019_N0002,TARGET,True,com/skelly/deepstash/ExcaMateNetworking$VeinKeyStatePayload.class,c5a153d9936fc9f5bd1318e6057184bcade9488bab6c0e1b7c6b263cf6a1bee1
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,1,F6G000019_N0003,TARGET,True,com/skelly/deepstash/mixin/ServerPlayerGameModeMixin.class,0c3ad4269daa52b897bc3c08f505f4eb2fd1625b64247f8e7f68ddfe9c2e788d
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,1,F6G000019_N0004,TARGET,True,com/skelly/deepstash/client/ExcaMateClient.class,08675760d8d40f2b88461a8fdd6a970eca5b6aeee2c64533a909fa9bc386b895
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,1,F6G000019_N0005,TARGET,True,com/skelly/deepstash/ExcaMateMode.class,3516f9fd5b8adf8c93cf87862cc97fe65520acd48b79f2a3a0e1f3393f1dc68c
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,2,F6G000020_N0001,TARGET,True,com/skelly/deepstash/ExcaMateMode.class,3516f9fd5b8adf8c93cf87862cc97fe65520acd48b79f2a3a0e1f3393f1dc68c
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,2,F6G000020_N0002,TARGET,True,com/skelly/deepstash/mixin/ServerPlayerGameModeMixin.class,0c3ad4269daa52b897bc3c08f505f4eb2fd1625b64247f8e7f68ddfe9c2e788d
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,2,F6G000020_N0003,TARGET,True,com/skelly/deepstash/config/ExcaMateConfig.class,1ff28a568afe301c3165c13154899545ad3e90f924566dfe20becbdfb6b6a923
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,2,F6G000020_N0004,TARGET,True,com/skelly/deepstash/mixin/ServerPlayerGameModeMixin$1.class,7d4992e43d206c4c87d2bc9e983bbec8673a20d6abe10b1f0840699a463b4451
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,2,F6G000020_N0005,TARGET,True,com/skelly/deepstash/ExcaMateXpCapture.class,ec13d2655f3aaeb43b54b42643ef05631909e23e00be1ee6a2d685f94259f4a4
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,0,F6G000021_N0001,TARGET,True,com/skelly/deepstash/ExcaMateMiningRules.class,b75b127926d129cce393ffb183aa4c7b3e5570f00819eb5d6835defeec872ddd
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,0,F6G000021_N0002,TARGET,True,com/skelly/deepstash/mixin/ServerPlayerGameModeMixin.class,0aa90ff05df994a8f48982de30241f85305e704a34086e9c6ef17f5526251c0d
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,0,F6G000021_N0003,TARGET,True,com/skelly/deepstash/ExcaMateXpCapture.class,ec13d2655f3aaeb43b54b42643ef05631909e23e00be1ee6a2d685f94259f4a4
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,0,F6G000021_N0004,TARGET,True,com/skelly/deepstash/ExcaMateMiningRules$OreType.class,dd04309b1628a2e0135d4cf7136182f8ccdd1fe1382832a840845229656ffc2b
