concurrency,request_index,query_id,success,status_code,client_latency_ms,server_internal_total_ms,predicted_k,error
1,171,Q6K00431,True,200,11.4528,0.8893,3,
1,172,Q6K00292,True,200,23.1262,0.9798,2,
1,173,Q6K00355,True,200,11.92,0.9946,4,
1,174,Q6K00389,True,200,11.2031,0.8668,2,
1,175,Q6K00461,True,200,23.1942,0.917,3,
1,176,Q6K00329,True,200,29.7857,0.9772,3,
1,177,Q6K00187,True,200,11.4896,0.9333,1,
1,178,Q6K00319,True,200,34.665,0.9781,4,
1,179,Q6K00246,True,200,30.8306,0.9006,3,
1,180,Q6K00353,True,200,11.3614,0.96,3,
1,181,Q6K00393,True,200,11.4151,0.7938,1,
1,182,Q6K00237,True,200,22.1117,0.9133,2,
1,183,Q6K00352,True,200,31.2445,0.949,4,
1,184,Q6K00283,True,200,30.2877,0.9674,3,
1,185,Q6K00533,True,200,11.3361,0.7922,1,
1,186,Q6K00417,True,200,11.5631,0.8906,2,
1,187,Q6K00515,True,200,11.0511,0.8021,1,
1,188,Q6K00336,True,200,27.9619,0.9672,3,
1,189,Q6K00404,True,200,30.9822,0.8286,2,
1,190,Q6K00512,True,200,11.4479,0.9766,2,
1,191,Q6K00458,True,200,34.5005,0.8527,2,
1,192,Q6K00302,True,200,31.6452,0.959,4,
1,193,Q6K00494,True,200,11.7937,0.8522,2,
1,194,Q6K00292,True,200,11.4674,0.9598,2,
1,195,Q6K00261,True,200,11.6037,1.0325,2,
1,196,Q6K00380,True,200,11.6322,0.9318,2,
1,197,Q6K00516,True,200,11.3825,0.8346,1,
1,198,Q6K00456,True,200,11.4166,0.8957,3,
1,199,Q6K00287,True,200,10.9616,0.999,3,
1,200,Q6K00329,True,200,27.7936,1.173,3,
1,201,Q6K00504,True,200,11.2968,0.8181,1,
1,202,Q6K00418,True,200,34.2727,0.9221,2,
1,203,Q6K00499,True,200,11.93,1.0301,2,
1,204,Q6K00236,True,200,35.7253,0.9266,2,
1,205,Q6K00435,True,200,11.1735,0.8764,3,
1,206,Q6K00385,True,200,38.4986,0.8887,2,
1,207,Q6K00369,True,200,11.7783,0.9399,3,
1,208,Q6K00416,True,200,11.6474,0.9348,2,
1,209,Q6K00249,True,200,12.7563,0.9827,2,
1,210,Q6K00526,True,200,11.5928,0.8439,1,
1,211,Q6K00420,True,200,25.9004,0.8899,2,
1,212,Q6K00525,True,200,31.9521,0.8162,1,
1,213,Q6K00193,True,200,11.7047,1.0124,2,
1,214,Q6K00358,True,200,11.2799,0.9135,4,
1,215,Q6K00225,True,200,11.458,0.9636,1,
1,216,Q6K00393,True,200,26.9159,0.8348,1,
1,217,Q6K00223,True,200,11.414,1.0033,1,
1,218,Q6K00295,True,200,37.7401,0.98,3,
1,219,Q6K00274,True,200,30.3551,0.9242,3,
1,220,Q6K00267,True,200,13.495,0.971,2,
1,221,Q6K00324,True,200,13.9741,1.0534,4,
1,222,Q6K00226,True,200,12.2238,0.8797,2,
1,223,Q6K00346,True,200,11.6884,1.1888,4,
1,224,Q6K00523,True,200,11.328,0.8604,1,
1,225,Q6K00235,True,200,12.2153,0.9248,2,
1,226,Q6K00214,True,200,11.129,0.8519,2,
1,227,Q6K00481,True,200,22.8733,0.9603,1,
1,228,Q6K00384,True,200,32.5648,0.8773,2,
1,229,Q6K00298,True,200,12.3206,0.9506,3,
1,230,Q6K00374,True,200,43.4496,1.9975,2,
1,231,Q6K00211,True,200,13.9161,1.1648,1,
1,232,Q6K00326,True,200,24.3283,1.0441,4,
1,233,Q6K00261,True,200,30.032,1.0665,2,
1,234,Q6K00183,True,200,11.8784,1.0109,2,
1,235,Q6K00313,True,200,11.6579,0.9988,4,
1,236,Q6K00267,True,200,22.5183,0.9307,2,
1,237,Q6K00347,True,200,11.8231,1.0566,4,
1,238,Q6K00342,True,200,11.4711,0.9714,3,
1,239,Q6K00474,True,200,10.9149,0.9172,3,
1,240,Q6K00323,True,200,30.4643,0.9185,4,
1,241,Q6K00398,True,200,11.6136,1.0074,2,
1,242,Q6K00216,True,200,11.5276,0.849,2,
1,243,Q6K00514,True,200,22.2497,0.9729,2,
1,244,Q6K00409,True,200,31.5971,0.8964,2,
1,245,Q6K00516,True,200,31.4461,0.8346,1,
1,246,Q6K00394,True,200,11.771,0.8726,3,
1,247,Q6K00375,True,200,34.8034,0.993,3,
1,248,Q6K00208,True,200,32.2139,0.9736,3,
1,249,Q6K00455,True,200,11.7542,0.8515,3,
1,250,Q6K00274,True,200,44.9734,1.5955,3,
1,251,Q6K00412,True,200,37.7178,0.8752,2,
1,252,Q6K00254,True,200,12.5431,0.8569,3,
1,253,Q6K00446,True,200,11.5463,0.9065,4,
1,254,Q6K00303,True,200,36.7545,1.0238,4,
1,255,Q6K00185,True,200,11.9774,0.892,2,
1,256,Q6K00471,True,200,34.882,0.9263,3,
1,257,Q6K00216,True,200,31.1223,0.8766,2,
1,258,Q6K00210,True,200,30.5391,0.9021,2,
1,259,Q6K00521,True,200,31.6089,0.8345,1,
1,260,Q6K00442,True,200,11.2275,0.8674,2,
1,261,Q6K00446,True,200,37.6637,0.9024,4,
1,262,Q6K00262,True,200,32.1026,0.9663,3,
1,263,Q6K00502,True,200,30.6538,0.8,1,
1,264,Q6K00533,True,200,14.4474,1.4384,1,
1,265,Q6K00451,True,200,44.1468,1.1089,3,
1,266,Q6K00331,True,200,30.7225,0.8761,2,
1,267,Q6K00493,True,200,11.9978,0.8664,2,
1,268,Q6K00329,True,200,11.1735,0.9311,3,
1,269,Q6K00283,True,200,24.6381,1.0521,3,
1,270,Q6K00532,True,200,11.5636,0.9221,2,
1,271,Q6K00228,True,200,33.8499,0.8828,2,
1,272,Q6K00216,True,200,11.3827,0.8613,2,
1,273,Q6K00538,True,200,11.2279,0.8788,2,
1,274,Q6K00471,True,200,24.1362,0.9465,3,
1,275,Q6K00319,True,200,33.2417,0.9178,4,
1,276,Q6K00480,True,200,31.5523,0.9737,3,
1,277,Q6K00481,True,200,14.4295,0.8818,1,
1,278,Q6K00374,True,200,30.0215,0.8964,2,
1,279,Q6K00337,True,200,33.6403,1.0411,3,
1,280,Q6K00256,True,200,11.3262,0.9632,3,
1,281,Q6K00472,True,200,11.4429,0.8862,4,
1,282,Q6K00250,True,200,37.3373,0.9541,3,
1,283,Q6K00532,True,200,31.8705,0.9843,2,
1,284,Q6K00366,True,200,40.7549,2.1044,2,
1,285,Q6K00522,True,200,46.3857,1.9141,1,
1,286,Q6K00527,True,200,37.7892,1.211,2,
1,287,Q6K00388,True,200,29.0725,1.0427,3,
1,288,Q6K00504,True,200,11.6783,0.8285,1,
1,289,Q6K00284,True,200,34.5683,0.9063,3,
1,290,Q6K00192,True,200,33.9686,0.9065,2,
1,291,Q6K00357,True,200,28.7257,0.9443,3,
1,292,Q6K00343,True,200,31.9166,0.8744,4,
1,293,Q6K00301,True,200,11.741,0.926,2,
1,294,Q6K00406,True,200,36.0301,0.9084,2,
1,295,Q6K00498,True,200,11.7771,0.9169,2,
1,296,Q6K00318,True,200,30.7134,0.9573,3,
1,297,Q6K00425,True,200,34.5972,0.8524,3,
1,298,Q6K00230,True,200,30.3509,0.9829,2,
1,299,Q6K00435,True,200,13.3093,0.9111,3,
1,300,Q6K00350,True,200,11.8891,0.9713,3,
1,301,Q6K00230,True,200,12.2503,0.8994,2,
1,302,Q6K00227,True,200,12.0283,1.006,2,
1,303,Q6K00385,True,200,26.3762,0.9319,2,
1,304,Q6K00461,True,200,12.9054,0.9331,3,
1,305,Q6K00185,True,200,19.1598,1.118,2,
1,306,Q6K00258,True,200,31.4035,1.0058,3,
1,307,Q6K00520,True,200,30.0665,0.8453,1,
1,308,Q6K00457,True,200,13.5153,1.058,2,
1,309,Q6K00340,True,200,11.907,0.9522,4,
1,310,Q6K00220,True,200,35.8362,0.9798,1,
1,311,Q6K00182,True,200,33.1038,0.9621,2,
1,312,Q6K00534,True,200,11.9841,0.8409,1,
1,313,Q6K00290,True,200,34.4427,0.9151,3,
1,314,Q6K00385,True,200,27.5599,0.8651,2,
1,315,Q6K00329,True,200,11.508,0.968,3,
1,316,Q6K00281,True,200,11.3409,1.0128,3,
1,317,Q6K00266,True,200,23.9418,0.8894,3,
1,318,Q6K00346,True,200,11.2609,0.9345,4,
1,319,Q6K00355,True,200,33.8073,0.9763,4,
1,320,Q6K00435,True,200,30.5231,0.9158,3,
1,321,Q6K00278,True,200,32.1337,0.8976,3,
1,322,Q6K00314,True,200,31.6986,0.8929,4,
1,323,Q6K00231,True,200,30.5542,0.9267,3,
1,324,Q6K00458,True,200,11.5117,0.8384,2,
1,325,Q6K00501,True,200,11.5432,0.8564,1,
1,326,Q6K00279,True,200,10.8619,0.8682,2,
1,327,Q6K00487,True,200,28.9858,0.9451,2,
1,328,Q6K00452,True,200,11.4001,1.0598,4,
1,329,Q6K00255,True,200,35.1274,0.8758,2,
1,330,Q6K00181,True,200,30.6246,0.9341,1,
1,331,Q6K00245,True,200,11.1978,0.891,2,
1,332,Q6K00423,True,200,38.9262,0.9561,3,
1,333,Q6K00491,True,200,28.1825,0.8252,1,
1,334,Q6K00537,True,200,12.6244,0.8692,2,
1,335,Q6K00410,True,200,36.8671,0.8957,2,
1,336,Q6K00373,True,200,15.035,0.9882,2,
1,337,Q6K00294,True,200,11.9509,1.0074,3,
1,338,Q6K00416,True,200,31.9594,0.8456,2,
1,339,Q6K00398,True,200,11.0157,1.0413,2,
1,340,Q6K00263,True,200,36.1828,0.9267,3,
1,341,Q6K00368,True,200,12.1325,1.0048,2,
1,342,Q6K00318,True,200,11.6648,0.9179,3,
1,343,Q6K00536,True,200,11.4914,1.1016,2,
1,344,Q6K00196,True,200,11.2026,1.0977,1,
1,345,Q6K00366,True,200,11.5033,0.8757,2,
1,346,Q6K00465,True,200,11.4628,0.8751,3,
1,347,Q6K00514,True,200,11.2416,1.0289,2,
1,348,Q6K00203,True,200,11.1581,0.9904,2,
1,349,Q6K00451,True,200,11.3819,0.9678,3,
1,350,Q6K00264,True,200,11.0799,0.9011,2,
1,351,Q6K00189,True,200,12.0084,1.0568,1,
1,352,Q6K00441,True,200,12.6874,0.9088,4,
1,353,Q6K00189,True,200,12.7007,0.9153,1,
1,354,Q6K00278,True,200,33.6203,0.9259,3,
1,355,Q6K00237,True,200,11.5899,0.884,2,
1,356,Q6K00245,True,200,11.2573,0.9688,2,
1,357,Q6K00515,True,200,11.3875,0.8013,1,
1,358,Q6K00426,True,200,11.1001,1.024,3,
1,359,Q6K00295,True,200,11.2178,0.9755,3,
1,360,Q6K00468,True,200,34.6591,0.9903,3,
1,361,Q6K00412,True,200,11.9574,0.8381,2,
1,362,Q6K00356,True,200,34.3138,0.9103,4,
1,363,Q6K00378,True,200,31.6763,0.9727,3,
1,364,Q6K00276,True,200,12.2232,0.9288,2,
1,365,Q6K00346,True,200,33.6685,0.9765,4,
1,366,Q6K00399,True,200,11.7854,0.9208,2,
1,367,Q6K00444,True,200,11.4406,0.9038,3,
1,368,Q6K00456,True,200,11.163,0.8971,3,
1,369,Q6K00348,True,200,11.4727,1.1056,3,
1,370,Q6K00353,True,200,11.1697,0.9375,3,
1,371,Q6K00518,True,200,36.5015,0.9034,2,
1,372,Q6K00383,True,200,30.4,0.8845,2,
1,373,Q6K00208,True,200,32.7508,1.0143,3,
1,374,Q6K00440,True,200,11.6749,0.9774,4,
1,375,Q6K00271,True,200,11.7808,0.9612,3,
1,376,Q6K00181,True,200,10.9937,0.8865,1,
1,377,Q6K00236,True,200,11.228,0.9177,2,
1,378,Q6K00251,True,200,11.0966,0.9098,3,
1,379,Q6K00345,True,200,35.1734,0.8906,4,
1,380,Q6K00259,True,200,31.4933,1.0241,2,
1,381,Q6K00402,True,200,11.554,0.8922,2,
1,382,Q6K00324,True,200,11.6525,1.0387,4,
1,383,Q6K00297,True,200,13.558,1.4027,2,
1,384,Q6K00405,True,200,24.4031,0.9356,2,
1,385,Q6K00483,True,200,32.059,0.8135,1,
1,386,Q6K00303,True,200,11.6613,0.9403,4,
1,387,Q6K00316,True,200,34.017,0.913,4,
1,388,Q6K00526,True,200,11.0226,0.8104,1,
1,389,Q6K00531,True,200,36.1399,0.8239,1,
1,390,Q6K00426,True,200,11.2342,0.9397,3,
1,391,Q6K00448,True,200,11.6395,0.8432,3,
1,392,Q6K00276,True,200,23.1139,0.9561,2,
1,393,Q6K00243,True,200,31.3736,0.9378,3,
1,394,Q6K00385,True,200,11.2477,0.8593,2,
1,395,Q6K00182,True,200,34.9586,0.946,2,
1,396,Q6K00436,True,200,11.6228,0.9204,2,
1,397,Q6K00476,True,200,11.5069,0.8882,2,
1,398,Q6K00353,True,200,11.5865,1.1208,3,
1,399,Q6K00271,True,200,26.4662,0.9965,3,
1,400,Q6K00250,True,200,12.35,0.9655,3,
1,401,Q6K00404,True,200,34.3367,0.9195,2,
1,402,Q6K00483,True,200,12.278,1.0142,1,
1,403,Q6K00227,True,200,11.9463,0.9055,2,
1,404,Q6K00498,True,200,12.0506,0.96,2,
1,405,Q6K00435,True,200,26.4772,0.9618,3,
1,406,Q6K00308,True,200,12.4722,1.0604,2,
1,407,Q6K00402,True,200,12.379,0.9466,2,
1,408,Q6K00404,True,200,35.382,0.8313,2,
1,409,Q6K00205,True,200,11.7337,0.974,2,
1,410,Q6K00250,True,200,11.0495,0.89,3,
1,411,Q6K00281,True,200,11.4387,0.9407,3,
1,412,Q6K00423,True,200,11.4666,0.9381,3,
1,413,Q6K00499,True,200,12.1322,0.9901,2,
1,414,Q6K00457,True,200,16.153,1.1791,2,
1,415,Q6K00182,True,200,13.2772,1.0621,2,
1,416,Q6K00540,True,200,12.0654,0.8578,1,
1,417,Q6K00345,True,200,13.3577,0.9165,4,
1,418,Q6K00356,True,200,28.7898,0.9336,4,
1,419,Q6K00454,True,200,13.7111,1.1869,3,
1,420,Q6K00477,True,200,12.3948,0.9361,3,
1,421,Q6K00249,True,200,14.7688,1.015,2,
1,422,Q6K00219,True,200,37.7751,0.9709,2,
1,423,Q6K00501,True,200,30.6477,0.803,1,
1,424,Q6K00290,True,200,32.4877,0.9037,3,
1,425,Q6K00466,True,200,11.209,0.9397,3,
1,426,Q6K00376,True,200,11.5782,0.8928,2,
1,427,Q6K00256,True,200,11.3962,0.9223,3,
1,428,Q6K00398,True,200,11.1199,1.0672,2,
1,429,Q6K00474,True,200,10.9222,0.9027,3,
1,430,Q6K00461,True,200,10.8327,0.9122,3,
1,431,Q6K00259,True,200,11.2791,0.9687,2,
1,432,Q6K00435,True,200,11.2175,0.8975,3,
1,433,Q6K00188,True,200,33.3206,0.9614,3,
1,434,Q6K00388,True,200,32.8705,0.9695,3,
1,435,Q6K00366,True,200,30.246,0.8839,2,
1,436,Q6K00509,True,200,32.1434,0.8345,1,
1,437,Q6K00279,True,200,11.4833,0.8796,2,
1,438,Q6K00494,True,200,11.9417,0.8463,2,
1,439,Q6K00295,True,200,21.7647,0.9744,3,
1,440,Q6K00372,True,200,32.5894,0.906,3,
1,441,Q6K00222,True,200,31.5779,0.9283,1,
1,442,Q6K00521,True,200,29.5206,0.8464,1,
1,443,Q6K00337,True,200,32.0242,0.9882,3,
1,444,Q6K00287,True,200,12.2632,1.253,3,
1,445,Q6K00496,True,200,39.296,1.0862,1,
1,446,Q6K00337,True,200,19.8503,1.2657,3,
1,447,Q6K00522,True,200,21.3108,0.9634,1,
1,448,Q6K00285,True,200,15.417,0.9201,2,
1,449,Q6K00531,True,200,33.8107,0.8439,1,
1,450,Q6K00250,True,200,14.3706,0.896,3,
1,451,Q6K00216,True,200,45.1484,2.7909,2,
1,452,Q6K00464,True,200,31.6552,3.034,3,
1,453,Q6K00296,True,200,35.7388,3.2176,3,
1,454,Q6K00377,True,200,30.5354,2.5655,3,
1,455,Q6K00506,True,200,38.5664,2.8569,2,
1,456,Q6K00445,True,200,46.4449,1.2273,2,
1,457,Q6K00469,True,200,20.8316,1.4964,2,
1,458,Q6K00354,True,200,15.8842,0.9425,3,
1,459,Q6K00262,True,200,14.088,1.0756,3,
1,460,Q6K00426,True,200,14.025,0.9153,3,
1,461,Q6K00400,True,200,31.0768,1.1585,3,
1,462,Q6K00367,True,200,13.3412,1.0671,2,
1,463,Q6K00382,True,200,13.2146,0.8553,2,
1,464,Q6K00403,True,200,13.2677,0.9407,2,
1,465,Q6K00454,True,200,14.1025,0.9614,3,
1,466,Q6K00521,True,200,12.7069,0.9042,1,
1,467,Q6K00339,True,200,25.2654,1.0485,4,
1,468,Q6K00363,True,200,30.7456,1.083,3,
1,469,Q6K00336,True,200,31.0842,0.9833,3,
1,470,Q6K00433,True,200,32.0651,1.0258,3,
1,471,Q6K00445,True,200,31.6171,0.8776,2,
1,472,Q6K00517,True,200,11.8654,0.8681,1,
1,473,Q6K00404,True,200,34.136,0.9627,2,
1,474,Q6K00408,True,200,12.2113,0.8715,2,
1,475,Q6K00219,True,200,33.7018,0.9009,2,
1,476,Q6K00474,True,200,12.4377,0.9306,3,
1,477,Q6K00337,True,200,35.2135,0.9868,3,
1,478,Q6K00208,True,200,30.3956,1.0085,3,
1,479,Q6K00427,True,200,12.6258,0.9116,3,
1,480,Q6K00385,True,200,35.0345,0.8958,2,
1,481,Q6K00398,True,200,30.6272,1.0358,2,
1,482,Q6K00264,True,200,31.5009,0.9495,2,
1,483,Q6K00313,True,200,15.662,1.2087,4,
1,484,Q6K00502,True,200,28.8851,0.8318,1,
1,485,Q6K00222,True,200,13.4388,0.9432,1,
1,486,Q6K00443,True,200,32.5112,0.8928,3,
1,487,Q6K00456,True,200,12.4908,0.9018,3,
1,488,Q6K00427,True,200,34.5408,0.9012,3,
1,489,Q6K00476,True,200,11.9112,0.8916,2,
1,490,Q6K00462,True,200,25.9194,0.9792,3,
1,491,Q6K00288,True,200,22.4531,1.0097,2,
1,492,Q6K00493,True,200,30.7721,0.8428,2,
1,493,Q6K00360,True,200,40.0947,1.2988,4,
1,494,Q6K00303,True,200,25.5595,1.2459,4,
1,495,Q6K00235,True,200,14.1626,0.8834,2,
1,496,Q6K00289,True,200,14.1404,0.9396,2,
1,497,Q6K00373,True,200,33.8544,0.9617,2,
1,498,Q6K00476,True,200,15.839,1.0661,2,
1,499,Q6K00430,True,200,14.827,1.0208,3,
1,500,Q6K00539,True,200,15.2363,1.0785,2,
